seriesid,date,statefips,countyfips,state,county,labforce,employed,unemployed,urate
CN4700700000000,2022-12-01,47,007,TN,Bledsoe County,4307,4082,225,5.2
CN4700900000000,2022-12-01,47,009,TN,Blount County,64521,62735,1786,2.8
CN4701100000000,2022-12-01,47,011,TN,Bradley County,49296,47761,1535,3.1
CN4701300000000,2022-12-01,47,013,TN,Campbell County,14705,14164,541,3.7
CN4701500000000,2022-12-01,47,015,TN,Cannon County,6791,6615,176,2.6
CN4701700000000,2022-12-01,47,017,TN,Carroll County,11444,11038,406,3.5
CN4701900000000,2022-12-01,47,019,TN,Carter County,23656,22887,769,3.3
CN4702100000000,2022-12-01,47,021,TN,Cheatham County,22321,21814,507,2.3
CN4702300000000,2022-12-01,47,023,TN,Chester County,8374,8143,231,2.8
CN4702500000000,2022-12-01,47,025,TN,Claiborne County,12478,12038,440,3.5
CN4702700000000,2022-12-01,47,027,TN,Clay County,2757,2648,109,4
CN4702900000000,2022-12-01,47,029,TN,Cocke County,14207,13639,568,4
CN4703100000000,2022-12-01,47,031,TN,Coffee County,24651,23917,734,3
CN4703300000000,2022-12-01,47,033,TN,Crockett County,6676,6489,187,2.8
CN4703500000000,2022-12-01,47,035,TN,Cumberland County,23094,22082,1012,4.4
CN4703700000000,2022-12-01,47,037,TN,Davidson County,408875,399221,9654,2.4
CN4703900000000,2022-12-01,47,039,TN,Decatur County,4321,4140,181,4.2
CN4704100000000,2022-12-01,47,041,TN,DeKalb County,7815,7562,253,3.2
CN4704300000000,2022-12-01,47,043,TN,Dickson County,27673,26952,721,2.6
CN4704500000000,2022-12-01,47,045,TN,Dyer County,16290,15771,519,3.2
CN4704700000000,2022-12-01,47,047,TN,Fayette County,18781,18190,591,3.1
CN4704900000000,2022-12-01,47,049,TN,Fentress County,7621,7350,271,3.6
CN4705100000000,2022-12-01,47,051,TN,Franklin County,18466,17886,580,3.1
CN4705300000000,2022-12-01,47,053,TN,Gibson County,21312,20644,668,3.1
CN4705500000000,2022-12-01,47,055,TN,Giles County,14526,14113,413,2.8
CN4705700000000,2022-12-01,47,057,TN,Grainger County,9528,9213,315,3.3
CN4705900000000,2022-12-01,47,059,TN,Greene County,28166,26971,1195,4.2
CN4706100000000,2022-12-01,47,061,TN,Grundy County,4864,4673,191,3.9
CN4706300000000,2022-12-01,47,063,TN,Hamblen County,27764,26909,855,3.1
CN4706500000000,2022-12-01,47,065,TN,Hamilton County,180374,175226,5148,2.9
CN4706700000000,2022-12-01,47,067,TN,Hancock County,2230,2150,80,3.6
CN4706900000000,2022-12-01,47,069,TN,Hardeman County,8696,8367,329,3.8
CN4707100000000,2022-12-01,47,071,TN,Hardin County,9764,9411,353,3.6
CN4707300000000,2022-12-01,47,073,TN,Hawkins County,22841,22051,790,3.5
CN4707500000000,2022-12-01,47,075,TN,Haywood County,7356,7048,308,4.2
CN4707700000000,2022-12-01,47,077,TN,Henderson County,11458,11083,375,3.3
CN4707900000000,2022-12-01,47,079,TN,Henry County,13296,12824,472,3.5
CN4708100000000,2022-12-01,47,081,TN,Hickman County,11599,11302,297,2.6
CN4708300000000,2022-12-01,47,083,TN,Houston County,3160,3035,125,4
CN4708500000000,2022-12-01,47,085,TN,Humphreys County,8423,8170,253,3
CN4708700000000,2022-12-01,47,087,TN,Jackson County,4686,4514,172,3.7
CN4708900000000,2022-12-01,47,089,TN,Jefferson County,24672,23908,764,3.1
CN4709100000000,2022-12-01,47,091,TN,Johnson County,7399,7176,223,3
CN4709300000000,2022-12-01,47,093,TN,Knox County,247206,241089,6117,2.5
CN4709500000000,2022-12-01,47,095,TN,Lake County,1561,1493,68,4.4
CN4709700000000,2022-12-01,47,097,TN,Lauderdale County,9226,8840,386,4.2
CN4709900000000,2022-12-01,47,099,TN,Lawrence County,18867,18299,568,3
CN4710100000000,2022-12-01,47,101,TN,Lewis County,5398,5226,172,3.2
CN4710300000000,2022-12-01,47,103,TN,Lincoln County,16350,15886,464,2.8
CN4710500000000,2022-12-01,47,105,TN,Loudon County,23973,23283,690,2.9
CN4710700000000,2022-12-01,47,107,TN,McMinn County,20726,19924,802,3.9
CN4710900000000,2022-12-01,47,109,TN,McNairy County,8267,7919,348,4.2
CN4711100000000,2022-12-01,47,111,TN,Macon County,11494,11182,312,2.7
CN4711300000000,2022-12-01,47,113,TN,Madison County,48063,46654,1409,2.9
CN4711500000000,2022-12-01,47,115,TN,Marion County,12130,11679,451,3.7
CN4711700000000,2022-12-01,47,117,TN,Marshall County,15479,15051,428,2.8
CN4711900000000,2022-12-01,47,119,TN,Maury County,52400,51078,1322,2.5
CN4712100000000,2022-12-01,47,121,TN,Meigs County,5086,4866,220,4.3
CN4712300000000,2022-12-01,47,123,TN,Monroe County,20325,19687,638,3.1
CN4712500000000,2022-12-01,47,125,TN,Montgomery County,87115,84251,2864,3.3
CN4712700000000,2022-12-01,47,127,TN,Moore County,3688,3607,81,2.2
CN4712900000000,2022-12-01,47,129,TN,Morgan County,7754,7468,286,3.7
CN4713100000000,2022-12-01,47,131,TN,Obion County,12460,12036,424,3.4
CN4713300000000,2022-12-01,47,133,TN,Overton County,9691,9380,311,3.2
CN4713500000000,2022-12-01,47,135,TN,Perry County,2647,2529,118,4.5
CN4713700000000,2022-12-01,47,137,TN,Pickett County,2070,1996,74,3.6
CN4713900000000,2022-12-01,47,139,TN,Polk County,6939,6680,259,3.7
CN4714100000000,2022-12-01,47,141,TN,Putnam County,34939,33858,1081,3.1
CN4714300000000,2022-12-01,47,143,TN,Rhea County,13549,12967,582,4.3
CN4714500000000,2022-12-01,47,145,TN,Roane County,23403,22637,766,3.3
CN4714700000000,2022-12-01,47,147,TN,Robertson County,38852,37872,980,2.5
CN4714900000000,2022-12-01,47,149,TN,Rutherford County,193965,189509,4456,2.3
CN4715100000000,2022-12-01,47,151,TN,Scott County,7941,7597,344,4.3
CN4715300000000,2022-12-01,47,153,TN,Sequatchie County,6049,5833,216,3.6
CN4715500000000,2022-12-01,47,155,TN,Sevier County,53409,52054,1355,2.5
CN4715700000000,2022-12-01,47,157,TN,Shelby County,427645,411746,15899,3.7
CN4715900000000,2022-12-01,47,159,TN,Smith County,9644,9394,250,2.6
CN4716100000000,2022-12-01,47,161,TN,Stewart County,5461,5274,187,3.4
CN4716300000000,2022-12-01,47,163,TN,Sullivan County,67842,65718,2124,3.1
CN4716500000000,2022-12-01,47,165,TN,Sumner County,107745,105155,2590,2.4
CN4716700000000,2022-12-01,47,167,TN,Tipton County,27021,26175,846,3.1
CN4716900000000,2022-12-01,47,169,TN,Trousdale County,5679,5519,160,2.8
CN4717100000000,2022-12-01,47,171,TN,Unicoi County,6939,6666,273,3.9
CN4717300000000,2022-12-01,47,173,TN,Union County,7710,7446,264,3.4
CN4717500000000,2022-12-01,47,175,TN,Van Buren County,2034,1960,74,3.6
CN4717700000000,2022-12-01,47,177,TN,Warren County,16122,15563,559,3.5
CN4717900000000,2022-12-01,47,179,TN,Washington County,60546,58751,1795,3
CN4718100000000,2022-12-01,47,181,TN,Wayne County,6336,6075,261,4.1
CN4718300000000,2022-12-01,47,183,TN,Weakley County,14964,14537,427,2.9
CN4718500000000,2022-12-01,47,185,TN,White County,11867,11481,386,3.3
CN4718700000000,2022-12-01,47,187,TN,Williamson County,136823,133853,2970,2.2
CN4718900000000,2022-12-01,47,189,TN,Wilson County,81241,79369,1872,2.3
CN4800100000000,2022-12-01,48,001,TX,Anderson County,22984,22287,697,3
CN4800300000000,2022-12-01,48,003,TX,Andrews County,9624,9379,245,2.5
CN4800500000000,2022-12-01,48,005,TX,Angelina County,35116,33684,1432,4.1
CN4800700000000,2022-12-01,48,007,TX,Aransas County,9219,8792,427,4.6
CN4800900000000,2022-12-01,48,009,TX,Archer County,3960,3846,114,2.9
CN4801100000000,2022-12-01,48,011,TX,Armstrong County,922,898,24,2.6
CN4801300000000,2022-12-01,48,013,TX,Atascosa County,22465,21678,787,3.5
CN4801500000000,2022-12-01,48,015,TX,Austin County,14100,13643,457,3.2
CN4801700000000,2022-12-01,48,017,TX,Bailey County,2241,2156,85,3.8
CN4801900000000,2022-12-01,48,019,TX,Bandera County,10614,10272,342,3.2
CN4802100000000,2022-12-01,48,021,TX,Bastrop County,48470,47079,1391,2.9
CN4802300000000,2022-12-01,48,023,TX,Baylor County,1935,1889,46,2.4
CN4802500000000,2022-12-01,48,025,TX,Bee County,8965,8526,439,4.9
CN4802700000000,2022-12-01,48,027,TX,Bell County,150044,144188,5856,3.9
CN4802900000000,2022-12-01,48,029,TX,Bexar County,983427,951409,32018,3.3
CN4803100000000,2022-12-01,48,031,TX,Blanco County,7166,6994,172,2.4
CN4803300000000,2022-12-01,48,033,TX,Borden County,763,751,12,1.6
CN4803500000000,2022-12-01,48,035,TX,Bosque County,8573,8298,275,3.2
CN4803700000000,2022-12-01,48,037,TX,Bowie County,38445,36920,1525,4
CN4803900000000,2022-12-01,48,039,TX,Brazoria County,185916,178354,7562,4.1
CN4804100000000,2022-12-01,48,041,TX,Brazos County,130905,127452,3453,2.6
CN4804300000000,2022-12-01,48,043,TX,Brewster County,4261,4143,118,2.8
CN4804500000000,2022-12-01,48,045,TX,Briscoe County,565,545,20,3.5
CN4804700000000,2022-12-01,48,047,TX,Brooks County,2340,2228,112,4.8
CN4804900000000,2022-12-01,48,049,TX,Brown County,15280,14548,732,4.8
CN4805100000000,2022-12-01,48,051,TX,Burleson County,8972,8686,286,3.2
CN4805300000000,2022-12-01,48,053,TX,Burnet County,25497,24821,676,2.7
CN4805500000000,2022-12-01,48,055,TX,Caldwell County,21436,20786,650,3
CN4805700000000,2022-12-01,48,057,TX,Calhoun County,12219,11829,390,3.2
CN4805900000000,2022-12-01,48,059,TX,Callahan County,6290,6088,202,3.2
CN4806100000000,2022-12-01,48,061,TX,Cameron County,178432,169109,9323,5.2
CN4806300000000,2022-12-01,48,063,TX,Camp County,5029,4832,197,3.9
CN4806500000000,2022-12-01,48,065,TX,Carson County,2963,2884,79,2.7
CN4806700000000,2022-12-01,48,067,TX,Cass County,11778,11295,483,4.1
CN4806900000000,2022-12-01,48,069,TX,Castro County,3152,3064,88,2.8
CN4807100000000,2022-12-01,48,071,TX,Chambers County,21230,20171,1059,5
CN4807300000000,2022-12-01,48,073,TX,Cherokee County,20239,19441,798,3.9
CN4807500000000,2022-12-01,48,075,TX,Childress County,3147,3076,71,2.3
CN4807700000000,2022-12-01,48,077,TX,Clay County,4789,4625,164,3.4
CN4807900000000,2022-12-01,48,079,TX,Cochran County,1030,989,41,4
CN4808100000000,2022-12-01,48,081,TX,Coke County,1543,1499,44,2.9
CN4808300000000,2022-12-01,48,083,TX,Coleman County,3001,2873,128,4.3
CN4808500000000,2022-12-01,48,085,TX,Collin County,634145,615855,18290,2.9
CN4808700000000,2022-12-01,48,087,TX,Collingsworth County,1050,1017,33,3.1
CN4808900000000,2022-12-01,48,089,TX,Colorado County,10093,9788,305,3
CN4809100000000,2022-12-01,48,091,TX,Comal County,82656,80121,2535,3.1
CN4809300000000,2022-12-01,48,093,TX,Comanche County,6327,6119,208,3.3
CN4809500000000,2022-12-01,48,095,TX,Concho County,1210,1175,35,2.9
CN4809700000000,2022-12-01,48,097,TX,Cooke County,19868,19300,568,2.9
CN4809900000000,2022-12-01,48,099,TX,Coryell County,24790,23800,990,4
CN4810100000000,2022-12-01,48,101,TX,Cottle County,957,937,20,2.1
CN4810300000000,2022-12-01,48,103,TX,Crane County,1672,1607,65,3.9
CN4810500000000,2022-12-01,48,105,TX,Crockett County,1426,1382,44,3.1
CN4810700000000,2022-12-01,48,107,TX,Crosby County,2317,2232,85,3.7
CN4810900000000,2022-12-01,48,109,TX,Culberson County,1167,1141,26,2.2
CN4811100000000,2022-12-01,48,111,TX,Dallam County,3704,3622,82,2.2
CN4811300000000,2022-12-01,48,113,TX,Dallas County,1439024,1391656,47368,3.3
CN4811500000000,2022-12-01,48,115,TX,Dawson County,4464,4311,153,3.4
CN4811700000000,2022-12-01,48,117,TX,Deaf Smith County,8714,8494,220,2.5
CN4811900000000,2022-12-01,48,119,TX,Delta County,2518,2413,105,4.2
CN4812100000000,2022-12-01,48,121,TX,Denton County,559206,542966,16240,2.9
CN4812300000000,2022-12-01,48,123,TX,DeWitt County,8996,8738,258,2.9
CN4812500000000,2022-12-01,48,125,TX,Dickens County,663,634,29,4.4
CN4812700000000,2022-12-01,48,127,TX,Dimmit County,6207,5987,220,3.5
CN4812900000000,2022-12-01,48,129,TX,Donley County,1475,1428,47,3.2
CN4813100000000,2022-12-01,48,131,TX,Duval County,4995,4825,170,3.4
CN4813300000000,2022-12-01,48,133,TX,Eastland County,6613,6347,266,4
CN4813500000000,2022-12-01,48,135,TX,Ector County,85044,82445,2599,3.1
CN4813700000000,2022-12-01,48,137,TX,Edwards County,1061,1035,26,2.5
CN4813900000000,2022-12-01,48,139,TX,Ellis County,104643,101333,3310,3.2
CN4814100000000,2022-12-01,48,141,TX,El Paso County,373291,359331,13960,3.7
CN4814300000000,2022-12-01,48,143,TX,Erath County,21080,20440,640,3
CN4814500000000,2022-12-01,48,145,TX,Falls County,6801,6553,248,3.6
CN4814700000000,2022-12-01,48,147,TX,Fannin County,17460,16802,658,3.8
CN4814900000000,2022-12-01,48,149,TX,Fayette County,11805,11440,365,3.1
CN4815100000000,2022-12-01,48,151,TX,Fisher County,1599,1546,53,3.3
CN4815300000000,2022-12-01,48,153,TX,Floyd County,2289,2204,85,3.7
CN4815500000000,2022-12-01,48,155,TX,Foard County,530,515,15,2.8
CN4815700000000,2022-12-01,48,157,TX,Fort Bend County,422236,407502,14734,3.5
CN4815900000000,2022-12-01,48,159,TX,Franklin County,5259,5099,160,3
CN4816100000000,2022-12-01,48,161,TX,Freestone County,6180,5897,283,4.6
CN4816300000000,2022-12-01,48,163,TX,Frio County,9083,8825,258,2.8
CN4816500000000,2022-12-01,48,165,TX,Gaines County,9970,9718,252,2.5
CN4816700000000,2022-12-01,48,167,TX,Galveston County,170274,163630,6644,3.9
CN4816900000000,2022-12-01,48,169,TX,Garza County,1940,1869,71,3.7
CN4817100000000,2022-12-01,48,171,TX,Gillespie County,14814,14495,319,2.2
CN4817300000000,2022-12-01,48,173,TX,Glasscock County,833,815,18,2.2
CN4817500000000,2022-12-01,48,175,TX,Goliad County,3193,3075,118,3.7
CN4817700000000,2022-12-01,48,177,TX,Gonzales County,9263,9002,261,2.8
CN4817900000000,2022-12-01,48,179,TX,Gray County,7584,7288,296,3.9
CN4818100000000,2022-12-01,48,181,TX,Grayson County,66559,64340,2219,3.3
CN4818300000000,2022-12-01,48,183,TX,Gregg County,56968,54837,2131,3.7
CN4818500000000,2022-12-01,48,185,TX,Grimes County,11396,10943,453,4
CN4818700000000,2022-12-01,48,187,TX,Guadalupe County,85982,83436,2546,3
CN4818900000000,2022-12-01,48,189,TX,Hale County,11223,10722,501,4.5
CN4819100000000,2022-12-01,48,191,TX,Hall County,1016,975,41,4
CN4819300000000,2022-12-01,48,193,TX,Hamilton County,3864,3742,122,3.2
CN4819500000000,2022-12-01,48,195,TX,Hansford County,2792,2733,59,2.1
CN4819700000000,2022-12-01,48,197,TX,Hardeman County,1755,1697,58,3.3
CN4819900000000,2022-12-01,48,199,TX,Hardin County,25018,23879,1139,4.6
CN4820100000000,2022-12-01,48,201,TX,Harris County,2359264,2270184,89080,3.8
CN4820300000000,2022-12-01,48,203,TX,Harrison County,28723,27597,1126,3.9
CN4820500000000,2022-12-01,48,205,TX,Hartley County,2510,2464,46,1.8
CN4820700000000,2022-12-01,48,207,TX,Haskell County,2705,2631,74,2.7
CN4820900000000,2022-12-01,48,209,TX,Hays County,140042,136253,3789,2.7
CN4821100000000,2022-12-01,48,211,TX,Hemphill County,1626,1579,47,2.9
CN4821300000000,2022-12-01,48,213,TX,Henderson County,39053,37554,1499,3.8
CN4821500000000,2022-12-01,48,215,TX,Hidalgo County,375941,352471,23470,6.2
CN4821700000000,2022-12-01,48,217,TX,Hill County,18248,17516,732,4
CN4821900000000,2022-12-01,48,219,TX,Hockley County,10622,10308,314,3
CN4822100000000,2022-12-01,48,221,TX,Hood County,30212,29209,1003,3.3
CN4822300000000,2022-12-01,48,223,TX,Hopkins County,18488,17759,729,3.9
CN4822500000000,2022-12-01,48,225,TX,Houston County,10578,10262,316,3
CN4822700000000,2022-12-01,48,227,TX,Howard County,12807,12303,504,3.9
CN4822900000000,2022-12-01,48,229,TX,Hudspeth County,1843,1776,67,3.6
CN4823100000000,2022-12-01,48,231,TX,Hunt County,47372,45663,1709,3.6
CN4823300000000,2022-12-01,48,233,TX,Hutchinson County,8370,8022,348,4.2
CN4823500000000,2022-12-01,48,235,TX,Irion County,775,755,20,2.6
CN4823700000000,2022-12-01,48,237,TX,Jack County,3444,3333,111,3.2
CN4823900000000,2022-12-01,48,239,TX,Jackson County,6905,6691,214,3.1
CN4824100000000,2022-12-01,48,241,TX,Jasper County,12736,11976,760,6
CN4824300000000,2022-12-01,48,243,TX,Jeff Davis County,949,917,32,3.4
CN4824500000000,2022-12-01,48,245,TX,Jefferson County,102038,95855,6183,6.1
CN4824700000000,2022-12-01,48,247,TX,Jim Hogg County,1761,1685,76,4.3
CN4824900000000,2022-12-01,48,249,TX,Jim Wells County,15331,14594,737,4.8
CN4825100000000,2022-12-01,48,251,TX,Johnson County,90156,87422,2734,3
CN4825300000000,2022-12-01,48,253,TX,Jones County,5763,5546,217,3.8
CN4825500000000,2022-12-01,48,255,TX,Karnes County,6569,6393,176,2.7
CN4825700000000,2022-12-01,48,257,TX,Kaufman County,76093,73501,2592,3.4
CN4825900000000,2022-12-01,48,259,TX,Kendall County,23737,23058,679,2.9
CN4826100000000,2022-12-01,48,261,TX,Kenedy County,116,107,9,7.8
CN4826300000000,2022-12-01,48,263,TX,Kent County,739,727,12,1.6
CN4826500000000,2022-12-01,48,265,TX,Kerr County,22355,21658,697,3.1
CN4826700000000,2022-12-01,48,267,TX,Kimble County,1717,1664,53,3.1
CN4826900000000,2022-12-01,48,269,TX,King County,517,514,3,0.6
CN4827100000000,2022-12-01,48,271,TX,Kinney County,1228,1181,47,3.8
CN4827300000000,2022-12-01,48,273,TX,Kleberg County,12948,12397,551,4.3
CN4827500000000,2022-12-01,48,275,TX,Knox County,1428,1384,44,3.1
CN4827700000000,2022-12-01,48,277,TX,Lamar County,24347,23313,1034,4.2
CN4827900000000,2022-12-01,48,279,TX,Lamb County,5037,4859,178,3.5
CN4828100000000,2022-12-01,48,281,TX,Lampasas County,9430,9126,304,3.2
CN4828300000000,2022-12-01,48,283,TX,La Salle County,4160,4064,96,2.3
CN4828500000000,2022-12-01,48,285,TX,Lavaca County,8970,8709,261,2.9
CN4828700000000,2022-12-01,48,287,TX,Lee County,8405,8142,263,3.1
CN4828900000000,2022-12-01,48,289,TX,Leon County,5981,5698,283,4.7
CN4829100000000,2022-12-01,48,291,TX,Liberty County,35406,33565,1841,5.2
CN4829300000000,2022-12-01,48,293,TX,Limestone County,8232,7899,333,4
CN4829500000000,2022-12-01,48,295,TX,Lipscomb County,1428,1389,39,2.7
CN4829700000000,2022-12-01,48,297,TX,Live Oak County,4747,4580,167,3.5
CN4829900000000,2022-12-01,48,299,TX,Llano County,9216,8914,302,3.3
CN4830100000000,2022-12-01,48,301,TX,Loving County,1413,1408,5,0.4
CN4830300000000,2022-12-01,48,303,TX,Lubbock County,163404,158728,4676,2.9
CN4830500000000,2022-12-01,48,305,TX,Lynn County,2765,2684,81,2.9
CN4830700000000,2022-12-01,48,307,TX,McCulloch County,3123,3012,111,3.6
CN4830900000000,2022-12-01,48,309,TX,McLennan County,127852,123839,4013,3.1
CN4831100000000,2022-12-01,48,311,TX,McMullen County,868,854,14,1.6
CN4831300000000,2022-12-01,48,313,TX,Madison County,4658,4477,181,3.9
CN4831500000000,2022-12-01,48,315,TX,Marion County,4138,3959,179,4.3
CN4831700000000,2022-12-01,48,317,TX,Martin County,2805,2740,65,2.3
CN4831900000000,2022-12-01,48,319,TX,Mason County,1768,1718,50,2.8
CN4832100000000,2022-12-01,48,321,TX,Matagorda County,16980,16029,951,5.6
CN4832300000000,2022-12-01,48,323,TX,Maverick County,23359,21589,1770,7.6
CN4832500000000,2022-12-01,48,325,TX,Medina County,22623,21871,752,3.3
CN4832700000000,2022-12-01,48,327,TX,Menard County,842,816,26,3.1
CN4832900000000,2022-12-01,48,329,TX,Midland County,108954,106473,2481,2.3
CN4833100000000,2022-12-01,48,331,TX,Milam County,10091,9682,409,4.1
CN4833300000000,2022-12-01,48,333,TX,Mills County,1820,1749,71,3.9
CN4833500000000,2022-12-01,48,335,TX,Mitchell County,2249,2170,79,3.5
CN4833700000000,2022-12-01,48,337,TX,Montague County,9153,8855,298,3.3
CN4833900000000,2022-12-01,48,339,TX,Montgomery County,304144,293693,10451,3.4
CN4834100000000,2022-12-01,48,341,TX,Moore County,11170,10903,267,2.4
CN4834300000000,2022-12-01,48,343,TX,Morris County,4449,4215,234,5.3
CN4834500000000,2022-12-01,48,345,TX,Motley County,495,478,17,3.4
CN4834700000000,2022-12-01,48,347,TX,Nacogdoches County,27636,26564,1072,3.9
CN4834900000000,2022-12-01,48,349,TX,Navarro County,23603,22805,798,3.4
CN4835100000000,2022-12-01,48,351,TX,Newton County,4903,4579,324,6.6
CN4835300000000,2022-12-01,48,353,TX,Nolan County,6672,6462,210,3.1
CN4835500000000,2022-12-01,48,355,TX,Nueces County,163417,156812,6605,4
CN4835700000000,2022-12-01,48,357,TX,Ochiltree County,3771,3657,114,3
CN4835900000000,2022-12-01,48,359,TX,Oldham County,916,892,24,2.6
CN4836100000000,2022-12-01,48,361,TX,Orange County,35120,33250,1870,5.3
CN4836300000000,2022-12-01,48,363,TX,Palo Pinto County,13069,12625,444,3.4
CN4836500000000,2022-12-01,48,365,TX,Panola County,9500,9137,363,3.8
CN4836700000000,2022-12-01,48,367,TX,Parker County,75471,73317,2154,2.9
CN4836900000000,2022-12-01,48,369,TX,Parmer County,4927,4818,109,2.2
CN4837100000000,2022-12-01,48,371,TX,Pecos County,6242,6031,211,3.4
CN4837300000000,2022-12-01,48,373,TX,Polk County,18730,17808,922,4.9
CN4837500000000,2022-12-01,48,375,TX,Potter County,55101,53620,1481,2.7
CN4837700000000,2022-12-01,48,377,TX,Presidio County,3010,2823,187,6.2
CN4837900000000,2022-12-01,48,379,TX,Rains County,6576,6365,211,3.2
CN4838100000000,2022-12-01,48,381,TX,Randall County,76093,74206,1887,2.5
CN4838300000000,2022-12-01,48,383,TX,Reagan County,1566,1522,44,2.8
CN4838500000000,2022-12-01,48,385,TX,Real County,1083,1033,50,4.6
CN4838700000000,2022-12-01,48,387,TX,Red River County,4937,4709,228,4.6
CN4838900000000,2022-12-01,48,389,TX,Reeves County,8312,8031,281,3.4
